question,solution,chapter_name,question_type
"Worked Out Example 2: The wheel of a motor, accelerated uniformly from rest, rotates through 2.5 radian during the first second. Find the angle rotated during the next second.","As the angular acceleration is constant, we have theta = 0.5*alpha*t^2. Thus, 2.5 rad = 0.5*alpha*(1 s)^2, which gives alpha = 5 rad/s^2. The angle rotated during the first two seconds is 0.5 * 5 * (2)^2 = 10 rad. Thus, the angle rotated during the 2nd second is 10 rad - 2.5 rad = 7.5 rad.","Rigid Body Dynamics","numerical_value"
"Worked Out Example 3: A wheel having moment of inertia 2 kg-m^2 about its axis, rotates at 50 rpm about this axis. Find the torque that can stop the wheel in one minute.","The initial angular velocity w0 = 50 rpm = 5pi/3 rad/s. Using w = w0 + alpha*t, alpha = (0 - 5pi/3) / 60 = -pi/36 rad/s^2. The torque is Torque = I*alpha = (2 kg-m^2)(pi/36 rad/s^2) = pi/18 N-m.","Rigid Body Dynamics","numerical_value"
"Worked Out Example 4: A string is wrapped around the rim of a wheel of moment of inertia 0.20 kg-m^2 and radius 20 cm. The wheel is free to rotate about its axis. Initially, the wheel is at rest. The string is now pulled by a force of 20 N. Find the angular velocity of the wheel after 5.0 seconds.","The torque applied to the wheel is Torque = F*r = (20 N)(0.20 m) = 4.0 N-m. The angular acceleration produced is alpha = Torque / I = 4.0 / 0.20 = 20 rad/s^2. The angular velocity after 5.0 seconds is w = w0 + alpha*t = 0 + 20*5.0 = 100 rad/s.","Rigid Body Dynamics","numerical_value"
"Worked Out Example 5: A wheel of radius r and moment of inertia I about its axis is fixed at the top of an inclined plane of inclination theta. A string is wrapped round the wheel and its free end supports a block of mass M which can slide on the plane. Initially, the wheel is rotating at a speed w in a direction such that the block slides up the plane. How far will the block move before stopping? ","Suppose the deceleration of the block is a. The angular deceleration of the wheel is alpha = a/r. Equations of motion: Mg sin theta - T = Ma and T*r = I*alpha = I(a/r). Eliminating T, we get a = (Mg r^2 sin theta) / (I + Mr^2). The initial velocity of the block up the incline is v = w*r. Distance moved x = v^2 / 2a = [(I + Mr^2)w^2] / [2Mg sin theta].","Rigid Body Dynamics","subjective_detailed_solution"
"Worked Out Example 6: The pulley shown in figure has a moment of inertia I about its axis and its radius is R. Find the magnitude of the acceleration of the two blocks. Assume that the string is light and does not slip on the pulley. ","Suppose tension in left string is T1 and right is T2. Suppose block M goes down with acceleration a and m goes up with a. Angular acceleration alpha = a/R. Equations: Mg - T1 = Ma; T2 - mg = ma; (T1 - T2)R = I(a/R). Solving these gives a = [(M - m)g R^2] / [I + (M + m)R^2].","Rigid Body Dynamics","subjective_detailed_solution"
"Worked Out Example 7: Two small kids weighing 10 kg and 15 kg respectively are trying to balance a seesaw of total length 5.0 m, with the fulcrum at the centre. If one of the kids is sitting at an end, where should the other sit? ","The 10 kg kid should sit at the end (2.5 m from centre) and the 15 kg kid should sit closer. Let distance be x. Torque balance: (15 kg)*g*x = (10 kg)*g*(2.5 m). x = 25/15 = 1.7 m from centre.","Rigid Body Dynamics","numerical_value"
"Worked Out Example 8: A uniform ladder of mass 10 kg leans against a smooth vertical wall making an angle of 53 degrees with it. The other end rests on a rough horizontal floor. Find the normal force and the frictional force that the floor exerts on the ladder. ","Forces: Weight W, normal force N1 by wall, normal force N2 by floor, friction f by floor. Horizontal balance: N1 = f. Vertical balance: N2 = W. Torque about bottom point B: N1(AB cos 53) = W(AB/2 sin 53). (Note: Angle 53 is with vertical wall). Solving gives N1 = (2/3)W. Normal force by floor N2 = W = 10 * 9.8 = 98 N. Frictional force f = N1 = 2/3 * 98 = 65 N.","Rigid Body Dynamics","numerical_value"
"Worked Out Example 9: The ladder shown in figure has negligible mass and rests on a frictionless floor. The crossbar connects the two legs of the ladder at the middle. The angle between the two legs is 60 degrees. The fat person sitting on the ladder has a mass of 80 kg. Find the contact force exerted by the floor on each leg and the tension in the crossbar. ","Vertical equilibrium: 2N = 80g => N = 40g = 392 N. Equilibrium of left leg: Torque about upper end. N(2 m) tan 30 = T(1 m). T = N * 2 / sqrt(3) = 392 * 2 / 1.732 = 450 N.","Rigid Body Dynamics","numerical_value"
"Worked Out Example 10: Two small balls A and B, each of mass m, are attached rigidly to the ends of a light rod of length d. The structure rotates about the perpendicular bisector of the rod at an angular speed w. Calculate the angular momentum of the individual balls and of the system about the axis of rotation. ","Velocity of ball A is v = w*d/2. Angular momentum of ball A is L = mvr = m(w*d/2)(d/2) = m*w*d^2/4. Same for ball B. Total angular momentum L_system = 2 * (m*w*d^2/4) = 0.5 * m * w * d^2.","Rigid Body Dynamics","subjective_detailed_solution"
"Worked Out Example 11: Two particles of mass m each are attached to a light rod of length d, one at its centre and the other at a free end. The rod is fixed at the other end and is rotated in a plane at an angular speed w. Calculate the angular momentum of the particle at the end with respect to the particle at the centre. ","Velocity of particle at center A is vA = w(d/2). Velocity of particle at end B is vB = w*d. Velocity of B w.r.t A is vB - vA = w(d/2). Radius of B w.r.t A is d/2. Angular momentum L = m * v_rel * r = m * w(d/2) * (d/2) = 0.25 * m * w * d^2.","Rigid Body Dynamics","subjective_detailed_solution"
"Worked Out Example 12: A particle is projected at time t = 0 from a point P with a speed v0 at an angle of 45 degrees to the horizontal. Find the magnitude and the direction of the angular momentum of the particle about the point P at time t = v0/g. ","Horizontal velocity vx = v0/sqrt(2). Vertical velocity vy = v0/sqrt(2) - gt. Position x = vx*t, y = vy_avg*t. At t = v0/g: x = v0^2 / (sqrt(2)g). y = (v0^2/2g)(sqrt(2)-1). L = m(x*vy - y*vx). Substituting values yields L = - (m * v0^3) / (2 * sqrt(2) * g) k_hat. Direction is perpendicular to the plane of motion going into the plane.","Rigid Body Dynamics","subjective_detailed_solution"
"Worked Out Example 13: A uniform circular disc of mass 200 g and radius 4.0 cm is rotated about one of its diameter at an angular speed of 10 rad/s. Find the kinetic energy of the disc and its angular momentum about the axis of rotation.","I = MR^2 / 4 = 0.2 * 0.04^2 / 4 = 8.0e-5 kg-m^2. Kinetic Energy K = 0.5 * I * w^2 = 0.5 * 8.0e-5 * 100 = 4.0e-3 J. Angular Momentum L = I * w = 8.0e-5 * 10 = 8.0e-4 J-s.","Rigid Body Dynamics","numerical_value"
"Worked Out Example 14: A wheel rotating at an angular speed of 20 rad/s is brought to rest by a constant torque in 4.0 seconds. If the moment of inertia of the wheel about the axis of rotation is 0.20 kg-m^2, find the work done by the torque in the first two seconds.","Angular deceleration alpha = (20 - 0)/4 = 5.0 rad/s^2. Torque = I*alpha = 0.20 * 5.0 = 1.0 N-m. Angle rotated in first 2s: theta = 20*2 - 0.5*5.0*2^2 = 40 - 10 = 30 rad. Work done W = Torque * theta = 1.0 * 30 = 30 J.","Rigid Body Dynamics","numerical_value"
"Worked Out Example 15: Two masses M and m are connected by a light string going over a pulley of radius r. The pulley is free to rotate about its axis which is kept horizontal. The moment of inertia of the pulley about the axis is I. The system is released from rest. Find the angular momentum of the system when the mass M has descended through a height h. ","Using conservation of energy: (M-m)gh = 0.5(M + m + I/r^2)v^2. Solving for v: v = sqrt[ 2(M-m)gh / (M + m + I/r^2) ]. Angular momentum L = (M+m)vr + I(v/r) = (M + m + I/r^2)rv. Substituting v, L = sqrt[ 2(M-m)(M + m + I/r^2)r^2 gh ].","Rigid Body Dynamics","subjective_detailed_solution"
"Worked Out Example 16: A mass m is placed on a frictionless horizontal table and attached to a string passing through a small hole in the surface. Initially, the mass moves in a circle of radius r0 with a speed v0. The person pulls on the string slowly to decrease the radius to r. (a) Find the tension in the string when the mass moves in the circle of radius r. (b) Calculate the change in the kinetic energy of the mass. ","Angular momentum conservation: m*v0*r0 = m*v*r => v = v0*r0/r. (a) Tension T = mv^2/r = m(v0*r0/r)^2 / r = m v0^2 r0^2 / r^3. (b) Change in KE = 0.5*m*v^2 - 0.5*m*v0^2 = 0.5*m*v0^2 [ (r0/r)^2 - 1 ].","Rigid Body Dynamics","subjective_detailed_solution"
"Worked Out Example 17: A uniform rod of mass m and length l is kept vertical with the lower end clamped. It is slightly pushed to let it fall down under gravity. Find its angular speed when the rod is passing through its lowest position. Neglect any friction at the clamp. What will be the linear speed of the free end at this instant? ","Loss in PE = mgl (distance CM lowers). Gain in KE = 0.5 * I * w^2. I = ml^2/3. mgl = 0.5 * (ml^2/3) * w^2. w = sqrt(6g/l). Linear speed v = l*w = sqrt(6gl).","Rigid Body Dynamics","subjective_detailed_solution"
"Worked Out Example 18: Four particles each of mass m are kept at the four corners of a square of edge a. Find the moment of inertia of the system about a line perpendicular to the plane of the square and passing through the centre of the square. ","Distance of each particle from center r = a/sqrt(2). Moment of inertia of one particle = m*r^2 = m*a^2/2. Total I = 4 * (m*a^2/2) = 2ma^2.","Rigid Body Dynamics","numerical_value"
"Worked Out Example 19: Two identical spheres each of mass 1.20 kg and radius 10.0 cm are fixed at the ends of a light rod so that the separation between the centres is 50.0 cm. Find the moment of inertia of the system about an axis perpendicular to the rod passing through its middle point. ","Distance from axis to center of sphere d = 25 cm = 0.25 m. I of sphere about diameter = 2/5 m R^2. Using parallel axis theorem: I_sphere_axis = I_diameter + m*d^2. I_total = 2 * [ 2/5 * 1.2 * (0.1)^2 + 1.2 * (0.25)^2 ] = 2 * [ 0.0048 + 0.075 ] = 0.160 kg-m^2.","Rigid Body Dynamics","numerical_value"
"Worked Out Example 20: Two uniform identical rods each of mass M and length l are joined to form a cross. Find the moment of inertia of the cross about a bisector as shown dotted in the figure. ","Moment of inertia of each rod about axis perpendicular to plane through center is Ml^2/12. Total Iz = 2 * Ml^2/12 = Ml^2/6. By symmetry Ix = Iy. Iz = Ix + Iy = 2Ix. Ix = Iz/2 = Ml^2/12.","Rigid Body Dynamics","subjective_detailed_solution"
"Worked Out Example 21: A uniform rod of mass M and length a lies on a smooth horizontal plane. A particle of mass m moving at a speed v perpendicular to the length of the rod strikes it at a distance a/4 from the centre and stops after the collision. Find (a) the velocity of the centre of the rod and (b) the angular velocity of the rod about its centre just after the collision. ","(a) Conservation of linear momentum: mv = MV => V = (m/M)v. (b) Conservation of angular momentum about center: mv(a/4) = I*w = (Ma^2/12)w. w = 3mv / (Ma).","Rigid Body Dynamics","subjective_detailed_solution"
"Worked Out Example 22: A wheel of perimeter 220 cm rolls on a level road at a speed of 9 km/h. How many revolutions does the wheel make per second?","Speed v = 9 km/h = 250 cm/s. Perimeter = 220 cm. Revolutions per second = v / Perimeter = 250 / 220 = 25/22 approx 1.14.","Rigid Body Dynamics","numerical_value"
"Worked Out Example 23: A cylinder is released from rest from the top of an incline of inclination theta and length l. If the cylinder rolls without slipping, what will be its speed when it reaches the bottom?","Loss in PE = mgl sin theta. Gain in KE = 0.5 m v^2 + 0.5 I w^2. For cylinder I = 0.5 m r^2 and w = v/r. KE = 0.5 m v^2 + 0.25 m v^2 = 0.75 m v^2. 0.75 m v^2 = mgl sin theta. v = sqrt( 4/3 g l sin theta ).","Rigid Body Dynamics","subjective_detailed_solution"
"Worked Out Example 24: A sphere of mass m rolls without slipping on an inclined plane of inclination theta. Find the linear acceleration of the sphere and the force of friction acting on it. What should be the minimum coefficient of static friction to support pure rolling? ","Equations: mg sin theta - f = ma; f*r = (2/5 m r^2)(a/r). Solving gives f = 2/5 ma. Substituting into force equation: mg sin theta - 2/5 ma = ma => a = 5/7 g sin theta. Friction f = 2/7 mg sin theta. Condition: f <= mu N => 2/7 mg sin theta <= mu mg cos theta => mu >= 2/7 tan theta.","Rigid Body Dynamics","subjective_detailed_solution"
"Worked Out Example 25: Two cylinders of radii r1 and r2 having moments of inertia I1 and I2 rotate about their axes with angular speeds w1 and w2. They are moved closer to touch each other. Slip ceases due to friction. Find final angular speeds. ","Impulse J acts for time t. J*r1 = I1(w'1 - w1) (change in L). J*r2 = I2(w'2 - w2). No slip condition: w'1*r1 = w'2*r2. Solving these equations gives the final angular velocities. w'1 = (I1 w1 r2 + I2 w2 r1) r2 / (I2 r1^2 + I1 r2^2). w'2 = (I1 w1 r2 + I2 w2 r1) r1 / (I2 r1^2 + I1 r2^2).","Rigid Body Dynamics","subjective_detailed_solution"
"Worked Out Example 26: A cylinder of mass m is suspended through two strings wrapped around it. Find (a) the tension T in the string and (b) the speed of the cylinder as it falls through a distance h. ","(a) Force eqn: mg - 2T = ma. Torque eqn: 2T*r = I*alpha = (0.5 m r^2)(a/r) => 2T = 0.5 ma. Adding equations: mg = 1.5 ma => a = 2g/3. Tension 2T = 0.5 m (2g/3) => T = mg/6. (b) v^2 = 2ah = 2(2g/3)h => v = sqrt(4gh/3).","Rigid Body Dynamics","subjective_detailed_solution"
"Worked Out Example 27: A force F acts tangentially at the highest point of a sphere of mass m kept on a rough horizontal plane. If the sphere rolls without slipping, find the acceleration of the centre of the sphere. ","Linear eqn: F + f = ma (assuming friction forward, or F-f if backward). Torque about center: F*r - f*r = I*alpha = (2/5 m r^2)(a/r) => F - f = 2/5 ma. Adding equations: 2F = 7/5 ma => a = 10F / 7m.","Rigid Body Dynamics","subjective_detailed_solution"
"Worked Out Example 28: A sphere of mass M and radius r slips on a rough horizontal plane. At some instant it has translational velocity v0 and rotational velocity v0/2r. Find the translational velocity after the sphere starts pure rolling. ","Friction acts backwards. v(t) = v0 - (f/M)t. w(t) = w0 + (fr/I)t. Rolling condition v = wr. Or using angular momentum conservation about contact point: L_initial = M*v0*r + I*w0 = M*v0*r + (2/5 M r^2)(v0/2r) = 1.2 M v0 r. L_final = M*v*r + I*w = M*v*r + (2/5 M r^2)(v/r) = 1.4 M v r. Equating L: 1.2 = 1.4 v/v0 => v = 6/7 v0.","Rigid Body Dynamics","subjective_detailed_solution"
"Worked Out Example 29: The sphere lies on a rough plane when a particle of mass m travelling at a speed v0 collides and sticks with it. If the line of motion of the particle is at a distance h above the plane, find h for which the sphere starts pure rolling immediately. ","Linear momentum: m*v0 = (M+m)v. Angular momentum about center: m*v0(h-R) = I_total * w. Pure rolling condition v = w*R. Solving these yields h = 7/5 R.","Rigid Body Dynamics","subjective_detailed_solution"
